feature,mean_abs_shap
categorical__diag_3_374,0.0
categorical__diag_3_421,0.0
categorical__diag_3_420,0.0
categorical__diag_3_42,0.0
categorical__diag_3_417,0.0
categorical__diag_3_416,0.0
categorical__diag_3_415,0.0
categorical__diag_3_412,0.0
categorical__diag_3_411,0.0
categorical__diag_3_410,0.0
categorical__diag_3_405,0.0
categorical__diag_3_404,0.0
categorical__diag_3_398,0.0
categorical__gender_Male,0.0
categorical__diag_3_396,0.0
categorical__diag_3_394,0.0
categorical__diag_3_391,0.0
categorical__diag_3_441,0.0
categorical__diag_3_440,0.0
categorical__diag_3_438,0.0
categorical__diag_3_437,0.0
categorical__diag_3_436,0.0
categorical__diag_3_435,0.0
categorical__diag_3_434,0.0
categorical__diag_3_433,0.0
categorical__diag_3_432,0.0
categorical__diag_3_431,0.0
categorical__diag_3_430,0.0
categorical__diag_3_429,0.0
categorical__diag_3_427,0.0
categorical__diag_3_426,0.0
categorical__diag_3_425,0.0
categorical__diag_3_423,0.0
categorical__medical_specialty_Ophthalmology,0.0
categorical__race_Other,0.0
categorical__medical_specialty_Obstetrics,0.0
categorical__medical_specialty_Obsterics&Gynecology-GynecologicOnco,0.0
categorical__medical_specialty_Neurophysiology,0.0
categorical__medical_specialty_InfectiousDiseases,0.0
categorical__medical_specialty_Hospitalist,0.0
categorical__medical_specialty_Hematology/Oncology,0.0
categorical__medical_specialty_Hematology,0.0
categorical__medical_specialty_Gynecology,0.0
categorical__medical_specialty_Gastroenterology,0.0
categorical__diag_3_446,0.0
categorical__diag_3_445,0.0
categorical__diag_3_444,0.0
categorical__diag_3_443,0.0
categorical__diag_3_442,0.0
categorical__diag_3_470,0.0
categorical__diag_3_466,0.0
categorical__diag_3_465,0.0
categorical__diag_3_464,0.0
categorical__diag_3_463,0.0
categorical__diag_3_462,0.0
categorical__diag_3_461,0.0
categorical__diag_3_460,0.0
categorical__diag_3_459,0.0
categorical__diag_3_457,0.0
categorical__diag_3_456,0.0
categorical__diag_3_454,0.0
categorical__diag_3_452,0.0
categorical__diag_3_451,0.0
categorical__diag_3_448,0.0
categorical__diag_3_447,0.0
categorical__diag_3_495,0.0
categorical__diag_3_494,0.0
categorical__diag_3_493,0.0
categorical__diag_3_490,0.0
categorical__diag_3_49,0.0
categorical__diag_3_487,0.0
categorical__diag_3_486,0.0
categorical__diag_3_485,0.0
categorical__diag_3_482,0.0
categorical__diag_3_481,0.0
categorical__diag_3_480,0.0
categorical__diag_3_478,0.0
categorical__diag_3_477,0.0
categorical__diag_3_475,0.0
categorical__diag_3_473,0.0
categorical__diag_3_472,0.0
categorical__diag_3_519,0.0
categorical__race_Hispanic,0.0
categorical__diag_3_517,0.0
categorical__diag_3_516,0.0
categorical__diag_3_515,0.0
categorical__diag_3_514,0.0
categorical__diag_3_512,0.0
categorical__diag_3_511,0.0
categorical__diag_3_510,0.0
categorical__diag_3_508,0.0
categorical__diag_3_507,0.0
categorical__diag_3_506,0.0
categorical__diag_3_501,0.0
categorical__diag_3_500,0.0
categorical__diag_3_5,0.0
categorical__race_Asian,0.0
categorical__diag_3_538,0.0
categorical__diag_3_537,0.0
categorical__diag_3_535,0.0
categorical__diag_3_534,0.0
categorical__diag_3_533,0.0
categorical__diag_3_532,0.0
categorical__diag_3_531,0.0
categorical__glipizide-metformin_Steady,0.0
categorical__diag_3_53,0.0
categorical__diag_3_529,0.0
categorical__diag_3_528,0.0
categorical__diag_3_527,0.0
categorical__diag_3_525,0.0
categorical__diag_3_523,0.0
categorical__diag_3_522,0.0
categorical__diag_3_521,0.0
categorical__diag_3_568,0.0
categorical__diag_3_567,0.0
categorical__diag_3_566,0.0
categorical__diag_3_565,0.0
categorical__diag_3_564,0.0
categorical__diag_3_562,0.0
categorical__diag_3_560,0.0
categorical__diag_3_558,0.0
categorical__diag_3_557,0.0
categorical__diag_3_556,0.0
categorical__diag_3_555,0.0
categorical__diag_3_552,0.0
categorical__diag_3_550,0.0
categorical__diag_3_543,0.0
categorical__diag_3_540,0.0
categorical__diag_3_54,0.0
categorical__diag_3_584,0.0
categorical__diag_3_583,0.0
categorical__diag_3_582,0.0
categorical__diag_3_580,0.0
categorical__diag_3_579,0.0
categorical__diag_3_578,0.0
categorical__diag_3_577,0.0
categorical__diag_3_576,0.0
categorical__diag_3_575,0.0
categorical__diag_3_574,0.0
categorical__diag_3_573,0.0
categorical__diag_3_572,0.0
categorical__diag_3_571,0.0
categorical__diag_3_570,0.0
categorical__diag_3_57,0.0
categorical__diag_3_569,0.0
categorical__diag_3_603,0.0
categorical__diag_3_602,0.0
categorical__diag_3_601,0.0
categorical__diag_3_600,0.0
categorical__diag_3_599,0.0
categorical__diag_3_598,0.0
categorical__diag_3_597,0.0
categorical__diag_3_596,0.0
categorical__diag_3_595,0.0
categorical__diag_3_594,0.0
categorical__diag_3_593,0.0
categorical__diag_3_592,0.0
categorical__diag_3_591,0.0
categorical__diag_3_590,0.0
categorical__diag_3_588,0.0
categorical__diag_3_586,0.0
categorical__diag_3_624,0.0
categorical__diag_3_623,0.0
categorical__diag_3_622,0.0
categorical__diag_3_621,0.0
categorical__diag_3_620,0.0
categorical__diag_3_619,0.0
categorical__diag_3_618,0.0
categorical__diag_3_617,0.0
categorical__diag_3_616,0.0
categorical__diag_3_614,0.0
categorical__diag_3_611,0.0
categorical__diag_3_610,0.0
categorical__diag_3_608,0.0
categorical__diag_3_607,0.0
categorical__diag_3_605,0.0
categorical__diag_3_604,0.0
categorical__diag_3_656,0.0
categorical__diag_3_655,0.0
categorical__diag_3_654,0.0
categorical__diag_3_653,0.0
categorical__diag_3_652,0.0
categorical__diag_3_649,0.0
categorical__diag_3_648,0.0
categorical__diag_3_647,0.0
categorical__diag_3_646,0.0
categorical__diag_3_644,0.0
categorical__diag_3_643,0.0
categorical__diag_3_642,0.0
categorical__diag_3_641,0.0
categorical__diag_3_627,0.0
categorical__diag_3_626,0.0
categorical__diag_3_625,0.0
categorical__diag_3_682,0.0
categorical__diag_3_681,0.0
categorical__diag_3_680,0.0
categorical__diag_3_674,0.0
categorical__diag_3_671,0.0
categorical__diag_3_670,0.0
categorical__diag_3_669,0.0
categorical__diag_3_665,0.0
categorical__diag_3_664,0.0
categorical__diag_3_663,0.0
categorical__diag_3_661,0.0
categorical__diag_3_660,0.0
categorical__diag_3_66,0.0
categorical__diag_3_659,0.0
categorical__diag_3_658,0.0
categorical__diag_3_657,0.0
categorical__diag_3_703,0.0
categorical__diag_3_702,0.0
categorical__diag_3_701,0.0
categorical__diag_3_70,0.0
categorical__diag_3_7,0.0
categorical__diag_3_698,0.0
categorical__diag_3_697,0.0
categorical__diag_3_696,0.0
categorical__diag_3_695,0.0
categorical__diag_3_694,0.0
categorical__diag_3_693,0.0
categorical__diag_3_692,0.0
categorical__diag_3_690,0.0
categorical__diag_3_686,0.0
categorical__diag_3_685,0.0
categorical__diag_3_684,0.0
categorical__diag_3_719,0.0
categorical__diag_3_718,0.0
categorical__diag_3_717,0.0
categorical__diag_3_716,0.0
categorical__diag_3_715,0.0
categorical__diag_3_714,0.0
categorical__diag_3_713,0.0
categorical__diag_3_712,0.0
categorical__diag_3_711,0.0
categorical__diag_3_710,0.0
categorical__diag_3_709,0.0
categorical__diag_3_708,0.0
categorical__diag_3_707,0.0
categorical__diag_3_706,0.0
categorical__diag_3_705,0.0
categorical__diag_3_704,0.0
categorical__diag_3_735,0.0
categorical__diag_3_734,0.0
categorical__diag_3_733,0.0
categorical__diag_3_732,0.0
categorical__diag_3_731,0.0
categorical__diag_3_730,0.0
categorical__diag_3_729,0.0
categorical__diag_3_728,0.0
categorical__diag_3_727,0.0
categorical__diag_3_726,0.0
categorical__diag_3_725,0.0
categorical__diag_3_724,0.0
categorical__diag_3_723,0.0
categorical__diag_3_722,0.0
categorical__diag_3_721,0.0
categorical__diag_3_720,0.0
categorical__diag_3_756,0.0
categorical__diag_3_755,0.0
categorical__diag_3_754,0.0
categorical__diag_3_753,0.0
categorical__diag_3_752,0.0
categorical__diag_3_751,0.0
categorical__diag_3_750,0.0
categorical__diag_3_75,0.0
categorical__diag_3_747,0.0
categorical__diag_3_746,0.0
categorical__diag_3_745,0.0
categorical__diag_3_742,0.0
categorical__diag_3_741,0.0
categorical__diag_3_738,0.0
categorical__diag_3_737,0.0
categorical__diag_3_736,0.0
categorical__diag_3_793,0.0
categorical__diag_3_792,0.0
categorical__diag_3_791,0.0
categorical__diag_3_790,0.0
categorical__diag_3_79,0.0
categorical__diag_3_788,0.0
categorical__diag_3_787,0.0
categorical__diag_3_786,0.0
categorical__diag_3_784,0.0
categorical__diag_3_783,0.0
categorical__diag_3_782,0.0
categorical__diag_3_781,0.0
categorical__diag_3_78,0.0
categorical__diag_3_759,0.0
categorical__diag_3_758,0.0
categorical__diag_3_757,0.0
categorical__diag_3_814,0.0
categorical__diag_3_813,0.0
categorical__diag_3_812,0.0
categorical__diag_3_810,0.0
categorical__diag_3_808,0.0
categorical__diag_3_807,0.0
categorical__diag_3_805,0.0
categorical__diag_3_802,0.0
categorical__diag_3_801,0.0
categorical__diag_3_800,0.0
categorical__diag_3_8,0.0
categorical__diag_3_799,0.0
categorical__diag_3_797,0.0
categorical__diag_3_796,0.0
categorical__diag_3_795,0.0
categorical__diag_3_794,0.0
categorical__diag_3_842,0.0
categorical__diag_3_841,0.0
categorical__diag_3_840,0.0
categorical__diag_3_837,0.0
categorical__diag_3_836,0.0
categorical__diag_3_834,0.0
categorical__diag_3_831,0.0
categorical__diag_3_826,0.0
categorical__diag_3_825,0.0
categorical__diag_3_824,0.0
categorical__diag_3_823,0.0
categorical__diag_3_822,0.0
categorical__diag_3_821,0.0
categorical__diag_3_820,0.0
categorical__diag_3_816,0.0
categorical__diag_3_815,0.0
categorical__diag_3_866,0.0
categorical__diag_3_865,0.0
categorical__diag_3_864,0.0
categorical__diag_3_863,0.0
categorical__diag_3_862,0.0
categorical__diag_3_861,0.0
categorical__diag_3_860,0.0
categorical__diag_3_854,0.0
categorical__diag_3_853,0.0
categorical__diag_3_852,0.0
categorical__diag_3_851,0.0
categorical__diag_3_850,0.0
categorical__diag_3_848,0.0
categorical__diag_3_847,0.0
categorical__diag_3_845,0.0
categorical__diag_3_844,0.0
categorical__diag_3_892,0.0
categorical__diag_3_891,0.0
categorical__diag_3_890,0.0
categorical__diag_3_884,0.0
categorical__diag_3_883,0.0
categorical__diag_3_882,0.0
categorical__diag_3_881,0.0
categorical__diag_3_88,0.0
categorical__diag_3_879,0.0
categorical__diag_3_877,0.0
categorical__diag_3_876,0.0
categorical__diag_3_873,0.0
categorical__diag_3_872,0.0
categorical__diag_3_870,0.0
categorical__diag_3_868,0.0
categorical__diag_3_867,0.0
categorical__diag_3_920,0.0
categorical__diag_3_919,0.0
categorical__diag_3_918,0.0
categorical__diag_3_917,0.0
categorical__diag_3_916,0.0
categorical__diag_3_915,0.0
categorical__diag_3_913,0.0
categorical__diag_3_912,0.0
categorical__diag_3_911,0.0
categorical__diag_3_910,0.0
categorical__diag_3_909,0.0
categorical__diag_3_908,0.0
categorical__diag_3_907,0.0
categorical__diag_3_906,0.0
categorical__diag_3_905,0.0
categorical__diag_3_9,0.0
categorical__diag_3_952,0.0
categorical__diag_3_951,0.0
categorical__diag_3_948,0.0
categorical__diag_3_945,0.0
categorical__diag_3_944,0.0
categorical__diag_3_943,0.0
categorical__diag_3_94,0.0
categorical__diag_3_935,0.0
categorical__diag_3_934,0.0
categorical__diag_3_933,0.0
categorical__diag_3_930,0.0
categorical__diag_3_928,0.0
categorical__diag_3_924,0.0
categorical__diag_3_923,0.0
categorical__diag_3_922,0.0
categorical__diag_3_921,0.0
categorical__diag_3_995,0.0
categorical__diag_3_992,0.0
categorical__diag_3_991,0.0
categorical__diag_3_989,0.0
categorical__diag_3_987,0.0
categorical__diag_3_980,0.0
categorical__diag_3_970,0.0
categorical__diag_3_969,0.0
categorical__diag_3_967,0.0
categorical__diag_3_966,0.0
categorical__diag_3_965,0.0
categorical__diag_3_962,0.0
categorical__diag_3_959,0.0
categorical__diag_3_958,0.0
categorical__diag_3_956,0.0
categorical__diag_3_953,0.0
categorical__diag_3_E852,0.0
categorical__diag_3_E850,0.0
categorical__diag_3_E849,0.0
categorical__diag_3_E828,0.0
categorical__diag_3_E826,0.0
categorical__diag_3_E822,0.0
categorical__diag_3_E819,0.0
categorical__diag_3_E818,0.0
categorical__diag_3_E817,0.0
categorical__diag_3_E816,0.0
categorical__diag_3_E813,0.0
categorical__diag_3_E812,0.0
categorical__diag_3_999,0.0
categorical__diag_3_998,0.0
categorical__diag_3_997,0.0
categorical__diag_3_996,0.0
categorical__diag_3_E885,0.0
categorical__diag_3_E884,0.0
categorical__diag_3_E883,0.0
categorical__diag_3_E882,0.0
categorical__diag_3_E881,0.0
categorical__diag_3_E880,0.0
categorical__diag_3_E879,0.0
categorical__diag_3_E878,0.0
categorical__diag_3_E876,0.0
categorical__diag_3_E870,0.0
categorical__diag_3_E865,0.0
categorical__diag_3_E864,0.0
categorical__diag_3_E861,0.0
categorical__diag_3_E858,0.0
categorical__diag_3_E855,0.0
categorical__diag_3_E854,0.0
categorical__diag_3_E924,0.0
categorical__diag_3_E922,0.0
categorical__diag_3_E920,0.0
categorical__diag_3_E919,0.0
categorical__diag_3_E917,0.0
categorical__diag_3_E916,0.0
categorical__diag_3_E915,0.0
categorical__diag_3_E906,0.0
categorical__diag_3_E905,0.0
categorical__diag_3_E904,0.0
categorical__diag_3_E901,0.0
categorical__diag_3_E900,0.0
categorical__diag_3_E894,0.0
categorical__diag_3_E888,0.0
categorical__diag_3_E887,0.0
categorical__diag_3_E886,0.0
categorical__diag_3_E943,0.0
categorical__diag_3_E942,0.0
categorical__diag_3_E941,0.0
categorical__diag_3_E939,0.0
categorical__diag_3_E938,0.0
categorical__diag_3_E937,0.0
categorical__diag_3_E936,0.0
categorical__diag_3_E935,0.0
categorical__diag_3_E934,0.0
categorical__diag_3_E933,0.0
categorical__diag_3_E932,0.0
categorical__diag_3_E931,0.0
categorical__diag_3_E930,0.0
categorical__diag_3_E929,0.0
categorical__diag_3_E928,0.0
categorical__diag_3_E927,0.0
categorical__diag_3_V06,0.0
categorical__diag_3_V03,0.0
categorical__diag_3_V02,0.0
categorical__diag_3_V01,0.0
categorical__diag_3_E987,0.0
categorical__diag_3_E980,0.0
categorical__diag_3_E966,0.0
categorical__diag_3_E965,0.0
categorical__diag_3_E956,0.0
categorical__diag_3_E955,0.0
categorical__diag_3_E950,0.0
categorical__diag_3_E949,0.0
categorical__diag_3_E947,0.0
categorical__diag_3_E946,0.0
categorical__diag_3_E945,0.0
categorical__diag_3_E944,0.0
categorical__medical_specialty_Endocrinology-Metabolism,0.0
categorical__medical_specialty_Endocrinology,0.0
categorical__medical_specialty_Dentistry,0.0
categorical__medical_specialty_DCPTEAM,0.0
categorical__medical_specialty_Cardiology-Pediatric,0.0
categorical__diag_1_207,0.0
categorical__medical_specialty_Anesthesiology-Pediatric,0.0
categorical__medical_specialty_Anesthesiology,0.0
categorical__medical_specialty_AllergyandImmunology,0.0
categorical__diag_1_205,0.0
categorical__diag_1_203,0.0
categorical__payer_code_SI,0.0
categorical__diag_1_202,0.0
categorical__diag_3_V09,0.0
categorical__diag_3_V08,0.0
categorical__diag_3_V07,0.0
categorical__diag_3_V46,0.0
categorical__diag_1_201,0.0
categorical__diag_3_V44,0.0
categorical__diag_3_V43,0.0
categorical__diag_3_V42,0.0
categorical__diag_3_V27,0.0
categorical__diag_3_V25,0.0
categorical__diag_3_V23,0.0
categorical__diag_3_V22,0.0
categorical__diag_3_V18,0.0
categorical__diag_3_V17,0.0
categorical__diag_3_V16,0.0
categorical__diag_3_V15,0.0
categorical__diag_3_V14,0.0
categorical__diag_3_V13,0.0
categorical__diag_3_V11,0.0
categorical__diag_3_V86,0.0
categorical__diag_3_V85,0.0
categorical__diag_3_V72,0.0
categorical__diag_3_V70,0.0
categorical__diag_3_V66,0.0
categorical__diag_3_V65,0.0
categorical__diag_3_V63,0.0
categorical__diag_3_V62,0.0
categorical__diag_3_V61,0.0
categorical__diag_3_V60,0.0
categorical__diag_3_V58,0.0
categorical__diag_3_V57,0.0
categorical__diag_3_V55,0.0
categorical__diag_3_V54,0.0
categorical__diag_3_V53,0.0
categorical__diag_3_V49,0.0
categorical__chlorpropamide_Down,0.0
categorical__nateglinide_Up,0.0
categorical__nateglinide_Steady,0.0
categorical__nateglinide_No,0.0
categorical__nateglinide_Down,0.0
categorical__repaglinide_Up,0.0
categorical__repaglinide_No,0.0
categorical__repaglinide_Down,0.0
categorical__diag_1_200,0.0
categorical__metformin_Down,0.0
categorical__diag_1_199,0.0
categorical__diag_1_198,0.0
categorical__A1Cresult_>7,0.0
categorical__max_glu_serum_Norm,0.0
categorical__max_glu_serum_>300,0.0
categorical__max_glu_serum_>200,0.0
categorical__diag_1_197,0.0
categorical__pioglitazone_Down,0.0
categorical__tolbutamide_Steady,0.0
categorical__tolbutamide_No,0.0
categorical__glyburide_Up,0.0
categorical__glyburide_Down,0.0
categorical__change_No,0.0
categorical__metformin-pioglitazone_Steady,0.0
categorical__glipizide_Down,0.0
categorical__acetohexamide_No,0.0
categorical__glimepiride_Up,0.0
categorical__metformin-pioglitazone_No,0.0
categorical__metformin-rosiglitazone_Steady,0.0
categorical__chlorpropamide_Up,0.0
categorical__chlorpropamide_Steady,0.0
categorical__chlorpropamide_No,0.0
categorical__metformin-rosiglitazone_No,0.0
categorical__glimepiride-pioglitazone_Steady,0.0
categorical__glimepiride-pioglitazone_No,0.0
categorical__diag_1_229,0.0
categorical__payer_code_FR,0.0
categorical__payer_code_DM,0.0
categorical__diag_1_228,0.0
categorical__payer_code_CH,0.0
categorical__diag_1_227,0.0
categorical__diag_1_226,0.0
categorical__acarbose_Down,0.0
categorical__rosiglitazone_Up,0.0
categorical__diag_1_225,0.0
categorical__diag_1_223,0.0
categorical__rosiglitazone_Down,0.0
categorical__payer_code_MP,0.0
categorical__payer_code_OG,0.0
categorical__diag_1_220,0.0
categorical__citoglipton_No,0.0
categorical__examide_No,0.0
categorical__tolazamide_Up,0.0
categorical__tolazamide_Steady,0.0
categorical__tolazamide_No,0.0
categorical__troglitazone_No,0.0
categorical__miglitol_Up,0.0
categorical__miglitol_Steady,0.0
categorical__miglitol_No,0.0
categorical__miglitol_Down,0.0
categorical__acarbose_Up,0.0
categorical__acarbose_Steady,0.0
categorical__acarbose_No,0.0
categorical__diabetesMed_Yes,0.0
